Address,Latitude,Longitude,Property Type,Bedrooms,Bathrooms,Parking Spaces,Price,Auction Date,Description,Agent Name,Agent Phone,Image URL
"9VXV+3P Henty NSW, Australia",-35.6022951107882,146.89430255059435,House,2,3,1,"$1,317,204",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 102,+61 405 118 458,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.6022951107882,146.89430255059435&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH44Q9H+8J,-38.88165567873694,142.7791220249069,Apartment,2,2,2,"$846,415",,A beautiful property located in the heart of VIC.,Agent 961,+61 497 325 587,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.88165567873694,142.7791220249069&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"WH2J+8J Yarck VIC, Australia",-37.09913295804457,145.5815088134404,Apartment,3,1,2,"$1,299,515",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 898,+61 488 806 507,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.09913295804457,145.5815088134404&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"C733+VJ Kennedys Creek VIC, Australia",-38.59536632937336,143.25408117126975,Unit,5,1,1,"$860,391",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 364,+61 476 877 371,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.59536632937336,143.25408117126975&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"W6QV+X7 Ouyen VIC, Australia",-35.0601187762413,142.2431787630865,Apartment,2,2,1,"$1,686,707",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 398,+61 451 703 742,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.0601187762413,142.2431787630865&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"645M+4V Strathdownie VIC, Australia",-37.7921422406466,141.1347119953293,Unit,3,3,3,"$530,272",,A beautiful property located in the heart of VIC.,Agent 257,+61 461 935 221,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.7921422406466,141.1347119953293&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"Q495+MG Lake Eildon VIC, Australia",-37.23084672970252,146.1088597745348,Unit,4,1,3,"$1,202,707",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 373,+61 482 536 805,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.23084672970252,146.1088597745348&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ843Q3+65,-34.861996469662856,146.05294385237397,House,5,3,2,"$1,062,652",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 873,+61 411 644 840,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.861996469662856,146.05294385237397&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"WH97+CF Loch Sport VIC, Australia",-38.08148214487928,147.5637173408623,Apartment,2,2,2,"$1,076,251",,A beautiful property located in the heart of VIC.,Agent 383,+61 450 592 779,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.08148214487928,147.5637173408623&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"HWQH+RH Wallan VIC, Australia",-37.410379560957935,144.9289031856705,Unit,2,2,2,"$1,165,200",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 374,+61 414 114 766,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.410379560957935,144.9289031856705&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"459F+WX Falls Creek VIC, Australia",-36.88017833658184,147.17493725115173,Unit,5,3,3,"$1,687,611",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 241,+61 473 716 215,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.88017833658184,147.17493725115173&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH9G8F7+XH,-38.47504196617975,147.3139920189295,Unit,5,1,1,"$1,892,571",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 639,+61 479 280 912,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.47504196617975,147.3139920189295&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG4VWXM+5V,-39.102086800794304,142.9346834308601,House,5,1,1,"$1,397,022",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 556,+61 474 208 147,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.102086800794304,142.9346834308601&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"89GJ+5C Ingeegoodbee NSW, Australia",-36.67461797144538,148.3810881363756,Apartment,4,2,3,"$1,837,590",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 154,+61 418 677 173,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.67461797144538,148.3810881363756&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"93X7+JM Warragoon NSW, Australia",-35.60098814057909,145.06412988285967,Apartment,3,3,3,"$1,044,155",,A beautiful property located in the heart of VIC.,Agent 992,+61 420 540 917,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.60098814057909,145.06412988285967&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG8XXJ7+94,-39.01905483957714,146.9627507732529,Apartment,4,3,2,"$1,031,010",Sun 03 Nov 03:13 AM,A beautiful property located in the heart of VIC.,Agent 434,+61 434 182 364,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.01905483957714,146.9627507732529&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"7VH7+48 Warrenbayne VIC, Australia",-36.722126077909365,145.86332038029832,House,5,2,2,"$1,168,034",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 749,+61 426 763 963,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.722126077909365,145.86332038029832&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RG7WJV5+6F,-39.05692418269378,145.60871041167326,Unit,5,1,3,"$1,478,759",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 430,+61 499 761 502,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.05692418269378,145.60871041167326&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VMFW+GJ Heywood VIC, Australia",-38.12619147058456,141.69656009038718,House,1,3,3,"$1,693,305",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 416,+61 479 975 450,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.12619147058456,141.69656009038718&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"6WV8+9R Keri Keri NSW, Australia",-34.75650272728191,143.91710008060252,House,5,2,1,"$747,300",,A beautiful property located in the heart of VIC.,Agent 345,+61 474 728 212,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.75650272728191,143.91710008060252&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ3CJPJ+6F,-34.56447601073792,141.6311256776589,Apartment,4,1,3,"$1,243,477",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 528,+61 431 276 495,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.56447601073792,141.6311256776589&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"8Q3J+77 Cooleman NSW, Australia",-35.6968555068767,148.78066838039368,House,3,3,2,"$1,692,095",,A beautiful property located in the heart of VIC.,Agent 883,+61 433 184 564,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.6968555068767,148.78066838039368&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"QCH5+49 Kaniva VIC, Australia",-36.22214594619396,141.40846852678263,Apartment,2,2,1,"$1,684,747",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 229,+61 450 355 143,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.22214594619396,141.40846852678263&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9426+HJ Tumbarumba NSW, Australia",-35.64854427829745,148.1115959235805,Unit,2,1,2,"$643,230",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 585,+61 415 467 662,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.64854427829745,148.1115959235805&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"RM98+FG Boort VIC, Australia",-36.18130003286737,143.6662646012498,Unit,2,3,1,"$660,902",,A beautiful property located in the heart of VIC.,Agent 630,+61 469 964 723,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.18130003286737,143.6662646012498&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VFVX+Q5 Rutherglen VIC, Australia",-36.10560698932613,146.49795398507453,Unit,4,2,3,"$1,675,775",,A beautiful property located in the heart of VIC.,Agent 149,+61 450 296 885,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.10560698932613,146.49795398507453&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"GVWF+54 Carag Carag VIC, Australia",-36.45452709639661,144.87279613822383,House,2,1,2,"$1,736,411",,A beautiful property located in the heart of VIC.,Agent 869,+61 402 350 319,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.45452709639661,144.87279613822383&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9HX2+5W Lascelles VIC, Australia",-35.6021071476125,142.55230219919468,Unit,3,2,3,"$1,862,574",,A beautiful property located in the heart of VIC.,Agent 753,+61 478 392 580,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.6021071476125,142.55230219919468&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"QHWF+98 Grassmere VIC, Australia",-38.20407299696258,142.57326479492423,House,3,2,1,"$800,159",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 719,+61 445 891 719,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.20407299696258,142.57326479492423&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"JPQV+PQ Glendaruel VIC, Australia",-37.3606394257538,143.7444536234789,Unit,1,2,3,"$450,240",,A beautiful property located in the heart of VIC.,Agent 608,+61 485 510 150,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.3606394257538,143.7444536234789&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"G95F+X6 Bogong Peaks Wilderness NSW, Australia",-35.49011887187715,148.37307301284005,Apartment,1,3,2,"$609,592",,A beautiful property located in the heart of VIC.,Agent 268,+61 453 423 319,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.49011887187715,148.37307301284005&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"359H+XX Wilsons Promontory VIC, Australia",-38.93000938937274,146.17994690856975,House,3,3,1,"$612,974",,A beautiful property located in the heart of VIC.,Agent 124,+61 405 213 778,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.93000938937274,146.17994690856975&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"H23R+FF Upper Plenty VIC, Australia",-37.44631204899299,145.04116286488718,Unit,2,1,3,"$1,238,863",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 549,+61 403 129 918,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.44631204899299,145.04116286488718&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"QVJV+H7 Frogmore NSW, Australia",-34.21859937710097,148.89318314119677,Apartment,4,1,3,"$1,049,119",,A beautiful property located in the heart of VIC.,Agent 129,+61 430 521 972,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.21859937710097,148.89318314119677&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"G7CJ+4M Raywood VIC, Australia",-36.47967370043733,144.28174649525766,Apartment,3,3,1,"$819,880",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 139,+61 434 336 954,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.47967370043733,144.28174649525766&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"2F2P+GW Ledcourt VIC, Australia",-36.9987002211168,142.4872764248733,Unit,5,1,3,"$1,177,556",,A beautiful property located in the heart of VIC.,Agent 196,+61 486 280 299,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.9987002211168,142.4872764248733&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"59WF+XX Tittybong VIC, Australia",-35.802600806443344,143.37490007288702,House,1,3,2,"$1,527,571",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 492,+61 491 256 874,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.802600806443344,143.37490007288702&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"V9X4+H3 Numurkah VIC, Australia",-36.101072664955616,145.35512944100807,Unit,5,3,1,"$1,077,372",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 110,+61 450 493 938,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.101072664955616,145.35512944100807&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"FJ34+9X Fentons Creek VIC, Australia",-36.54660855052377,143.60737527685086,House,5,3,1,"$513,415",,A beautiful property located in the heart of VIC.,Agent 651,+61 471 369 903,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.54660855052377,143.60737527685086&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"X6X9+WP Jagumba NSW, Australia",-36.000190135147605,148.21933819419073,Unit,1,1,3,"$976,853",,A beautiful property located in the heart of VIC.,Agent 964,+61 447 348 469,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.000190135147605,148.21933819419073&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"VC97+W8 Adjungbilly NSW, Australia",-35.13024145417384,148.4132636334963,Apartment,2,1,2,"$1,989,151",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 888,+61 457 941 464,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.13024145417384,148.4132636334963&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"RVCV+6W Nunniong VIC, Australia",-37.17941672868678,147.89484199654385,Apartment,5,3,2,"$987,575",,A beautiful property located in the heart of VIC.,Agent 691,+61 494 578 549,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-37.17941672868678,147.89484199654385&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RH4CG67+9V,-38.58901279718322,142.51463997205917,House,1,3,1,"$1,874,345",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 547,+61 464 437 881,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.58901279718322,142.51463997205917&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"8QRM+J8 Deniliquin NSW, Australia",-35.658450348620065,144.78328046175653,House,2,1,3,"$463,672",,A beautiful property located in the heart of VIC.,Agent 224,+61 490 297 556,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.658450348620065,144.78328046175653&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"RR72+HR Rosedale VIC, Australia",-38.18605063678795,146.80210783968167,House,4,2,2,"$741,847",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 885,+61 401 395 262,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.18605063678795,146.80210783968167&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"W8J3+QP Brimin VIC, Australia",-36.068119781213596,146.30432445078446,Unit,3,3,3,"$1,008,268",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 423,+61 446 674 132,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.068119781213596,146.30432445078446&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"XWXM+H6 Tarwin Lower VIC, Australia",-39.00109745323919,145.933060392512,Unit,2,2,1,"$1,237,558",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 387,+61 400 545 169,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-39.00109745323919,145.933060392512&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"PC88+HP Tallangatta Valley VIC, Australia",-36.283553592665235,147.41675588885698,House,4,2,3,"$1,912,418",,A beautiful property located in the heart of VIC.,Agent 462,+61 432 446 399,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.283553592665235,147.41675588885698&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"C23J+5V Woodside VIC, Australia",-38.59705067867948,147.0322198895458,Unit,4,2,3,"$1,856,007",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 143,+61 482 501 946,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.59705067867948,147.0322198895458&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"M2G6+CP Yambuk VIC, Australia",-38.32388701512574,142.01187474766863,Unit,4,1,1,"$1,007,844",,A beautiful property located in the heart of VIC.,Agent 826,+61 402 737 503,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.32388701512574,142.01187474766863&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"9M2V+Q9 Carabost NSW, Australia",-35.648106213836314,147.69338415827843,House,2,1,3,"$1,580,466",,A beautiful property located in the heart of VIC.,Agent 967,+61 433 283 595,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.648106213836314,147.69338415827843&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"W6J3+CW Moulamein NSW, Australia",-35.06897050801047,144.20475296543444,Unit,2,3,1,"$1,700,955",,A beautiful property located in the heart of VIC.,Agent 982,+61 414 100 523,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.06897050801047,144.20475296543444&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"W5PX+GW Darbalara NSW, Australia",-35.063734095493956,148.19981312255666,Apartment,5,3,1,"$1,660,559",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 522,+61 462 169 800,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.063734095493956,148.19981312255666&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
4RQ6CFF2+V2,-34.575290772900544,144.45006286519384,House,4,1,1,"$1,174,398",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 416,+61 499 733 400,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.575290772900544,144.45006286519384&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"H7RH+24 Coonooer West VIC, Australia",-36.40992135586437,143.2778398784431,Unit,5,1,1,"$1,238,544",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 800,+61 416 758 955,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.40992135586437,143.2778398784431&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"26J4+9C Moulamein NSW, Australia",-34.96902941697399,144.20603680301448,Apartment,5,2,3,"$1,457,338",,A beautiful property located in the heart of VIC.,Agent 950,+61 472 142 768,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-34.96902941697399,144.20603680301448&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"3WM4+72 Tarwin Lower VIC, Australia",-38.91681698896773,145.90507653126542,House,3,1,1,"$1,306,093",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 949,+61 471 998 865,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-38.91681698896773,145.90507653126542&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"3W5C+45 Boomanoomana NSW, Australia",-35.942218595421906,145.920461948035,Apartment,4,3,2,"$1,763,437",,A beautiful property located in the heart of VIC.,Agent 138,+61 400 228 722,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-35.942218595421906,145.920461948035&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
"44G7+FF Harrietville VIC, Australia",-36.87379372131323,147.1136452345928,Unit,2,1,2,"$1,362,306",Sun 03 Nov 03:14 AM,A beautiful property located in the heart of VIC.,Agent 706,+61 419 560 117,"https://maps.googleapis.com/maps/api/streetview?size=600x400&location=-36.87379372131323,147.1136452345928&key=AIzaSyA-Ak-lIaa8gikVxaSblzkEMhguKr4N3zI"
